ID_ChEMBL,Ten_Thuoc,SMILES
CHEMBL70927,DEFERIPRONE,Cc1c(O)c(=O)ccn1C
CHEMBL1006,AMIFOSTINE,NCCCNCCSP(=O)(O)O
CHEMBL1007,GONADORELIN,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O
CHEMBL1008,BEPRIDIL,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
CHEMBL1009,LEVODOPA,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
CHEMBL1010,CEFOTAXIME SODIUM,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+]
CHEMBL308954,ETRAVIRINE,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br
CHEMBL306700,VILOXAZINE,CCOc1ccccc1OCC1CNCCO1
CHEMBL1013,LORACARBEF ANHYDROUS,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1
CHEMBL74632,MOXALACTAM,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21
CHEMBL1014,CANDESARTAN CILEXETIL,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
CHEMBL1015,EVANS BLUE FREE ACID,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O
CHEMBL1017,TELMISARTAN,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
CHEMBL1018,DIENESTROL,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1
CHEMBL75435,DEXKETOPROFEN,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1
CHEMBL73234,CARBETAPENTANE,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1
CHEMBL1020,TOLMETIN,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
CHEMBL1021,NEPAFENAC,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N
CHEMBL75880,PERHEXILINE,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1
CHEMBL1023,BEXAROTENE,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C
CHEMBL1024,IFOSFAMIDE,O=P1(NCCCl)OCCCN1CCCl
CHEMBL1025,ISOFLUROPHATE,CC(C)OP(=O)(F)OC(C)C
CHEMBL1026,FENOLDOPAM MESYLATE,CS(=O)(=O)O.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
CHEMBL1027,TIAGABINE,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C
CHEMBL76370,TEGASEROD,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12
CHEMBL431770,ISTRADEFYLLINE,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O
CHEMBL1029,MIGLUSTAT,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
CHEMBL1034,DICLOFENAC SODIUM,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+]
CHEMBL1037,GUANADREL,N=C(N)NCC1COC2(CCCCC2)O1
CHEMBL1040,CALCIFEDIOL ANHYDROUS,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
CHEMBL1042,CHOLECALCIFEROL,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12
CHEMBL1043,DAPSONE,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
CHEMBL1046,AMINOCAPROIC ACID,NCCCCCC(=O)O
CHEMBL421701,DITHIAZANINE IODIDE,CCN1/C(=C/C=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-]
CHEMBL311498,CIANIDANOL,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2
CHEMBL420762,MOZAVAPTAN,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1
CHEMBL1051,LATANOPROST,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O
CHEMBL1054,TRICHLORMETHIAZIDE,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
CHEMBL1055,CHLORTHALIDONE,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
CHEMBL316157,CEPHALORIDINE,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12
CHEMBL1057,FLUORESCEIN,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
CHEMBL1059,PREGABALIN,CC(C)C[C@H](CN)CC(=O)O
CHEMBL1060,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",O=P([O-])([O-])O.[Na+].[Na+]
CHEMBL1064,SIMVASTATIN,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
CHEMBL83063,RITODRINE,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1
CHEMBL1065,METHYSERGIDE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
CHEMBL1068,OXCARBAZEPINE,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
CHEMBL1069,VALSARTAN,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C
CHEMBL315838,ENCAINIDE,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1
CHEMBL86304,MOCLOBEMIDE,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
CHEMBL85231,MEDIFOXAMINE,CN(C)CC(Oc1ccccc1)Oc1ccccc1
CHEMBL1070,NABUMETONE,COc1ccc2cc(CCC(C)=O)ccc2c1
CHEMBL1071,OXAPROZIN,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
CHEMBL86715,PROCYCLIDINE,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
CHEMBL1072,BUMETANIDE,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
CHEMBL1073,GLIPIZIDE,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
CHEMBL87493,FENFLURAMINE,CCNC(C)Cc1cccc(C(F)(F)F)c1
CHEMBL1075,MORICIZINE,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2
CHEMBL87992,ESLICARBAZEPINE ACETATE,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21
CHEMBL1077,BROMFENAC,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
CHEMBL1079,TIZANIDINE,Clc1ccc2nsnc2c1NC1=NCCN1
CHEMBL89598,VIGABATRIN,C=CC(N)CCC(=O)O
CHEMBL90555,VINCRISTINE,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
CHEMBL1082,AMOXICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
CHEMBL313972,MASOPROCOL,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1
CHEMBL314854,FINGOLIMOD,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
CHEMBL91397,RUPATADINE,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1
CHEMBL1085,ACETOPHENAZINE,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
CHEMBL1086,DIBUCAINE,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
CHEMBL1087,MEPIVACAINE,Cc1cccc(C)c1NC(=O)C1CCCCN1C
CHEMBL1088,MESORIDAZINE,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21
CHEMBL1089,PHENELZINE,NNCCc1ccccc1
CHEMBL1090,VIDARABINE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
CHEMBL90593,PRASTERONE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL1091,HYDROCORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
CHEMBL1092,TRIHEXYPHENIDYL HYDROCHLORIDE,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
CHEMBL1093,ARTICAINE,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC
CHEMBL1094,FELBAMATE,NC(=O)OCC(COC(N)=O)c1ccccc1
CHEMBL1095,ETHOTOIN,CCN1C(=O)NC(c2ccccc2)C1=O
CHEMBL1096,AMLEXANOX,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
CHEMBL94081,ALCLOFENAC,C=CCOc1ccc(CC(=O)O)cc1Cl
CHEMBL1098,BUPIVACAINE,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
CHEMBL93268,SODIUM NITRITE,O=N[O-].[Na+]
CHEMBL1100,PARAMETHADIONE,CCC1(C)OC(=O)N(C)C1=O
CHEMBL1101,BIPERIDEN,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
CHEMBL1102,GLUTETHIMIDE,CCC1(c2ccccc2)CCC(=O)NC1=O
CHEMBL1103,FURAZOLIDONE,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1
CHEMBL1104,EDROPHONIUM,CC[N+](C)(C)c1cccc(O)c1
CHEMBL1106,EPINASTINE,NC1=NCC2c3ccccc3Cc3ccccc3N12
CHEMBL1107,HALOFANTRINE,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
CHEMBL1108,DROPERIDOL,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
CHEMBL94454,MIZOLASTINE,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
CHEMBL1109,SULFAPHENAZOLE,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
CHEMBL1110,ALOSETRON,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
CHEMBL94394,BUFEXAMAC,CCCCOc1ccc(CC(=O)NO)cc1
CHEMBL316561,PROGLUMIDE,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1
CHEMBL1111,AMBRISENTAN,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O
CHEMBL1112,ARIPIPRAZOLE,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
CHEMBL1113,AMOXAPINE,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
CHEMBL1115,PYRIDOSTIGMINE,CN(C)C(=O)Oc1ccc[n+](C)c1
CHEMBL1116,RALOXIFENE HYDROCHLORIDE,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
CHEMBL1117,IDARUBICIN,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
CHEMBL95889,BETAINE,C[N+](C)(C)CC(=O)O
CHEMBL1118,DESVENLAFAXINE,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
CHEMBL319144,MINODRONIC ACID,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O
CHEMBL328190,LASOFOXIFENE,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1
CHEMBL317052,REGADENOSON ANHYDROUS,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
CHEMBL329522,EXIFONE,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O
CHEMBL99946,LEVOMILNACIPRAN,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN
CHEMBL1121,SINCALIDE,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
CHEMBL317094,IMIDAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O
CHEMBL100116,PENTAZOCINE,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C
CHEMBL1123,DICYCLOMINE,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
CHEMBL1126,PENICILLIN G SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]
CHEMBL1128,EDROPHONIUM CHLORIDE,CC[N+](C)(C)c1cccc(O)c1.[Cl-]
CHEMBL1129,TRIFLURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
CHEMBL1131,ACITRETIN,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C
CHEMBL1133,OXYBUTYNIN CHLORIDE,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl
CHEMBL1134,DECAMETHONIUM BROMIDE,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-]
CHEMBL1136,TELITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C
CHEMBL1138,EZETIMIBE,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
CHEMBL1139,EPOPROSTENOL,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O
CHEMBL1140,NIACINAMIDE,NC(=O)c1cccnc1
CHEMBL418995,AMINEPTINE,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21
CHEMBL106258,AMINOREX,NC1=NCC(c2ccccc2)O1
CHEMBL110458,MIGALASTAT,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
CHEMBL108545,METHYL SALICYLATE,COC(=O)c1ccccc1O
CHEMBL1141,POTASSIUM IODIDE,[I-].[K+]
CHEMBL1144,PRAVASTATIN,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
CHEMBL1148,TORSEMIDE,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
CHEMBL1149,LEVOCARNITINE,C[N+](C)(C)C[C@H](O)CC(=O)[O-]
CHEMBL1152,PREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
CHEMBL110691,CHLORMADINONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
CHEMBL113178,SELENOMETHIONINE,C[Se]CC[C@H](N)C(=O)O
CHEMBL1159,PINACIDIL ANHYDROUS,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C
CHEMBL1161,MOMETASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
CHEMBL1162,NORETHINDRONE,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
CHEMBL1163,ATAZANAVIR,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
CHEMBL1165,MOEXIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O
CHEMBL1166,ARGATROBAN,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1
CHEMBL1167,SPECTINOMYCIN,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O
CHEMBL1168,RAMIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21
CHEMBL419213,LISINOPRIL,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O
CHEMBL1169,AMINOSALICYLIC ACID,Nc1ccc(C(=O)O)c(O)c1
CHEMBL1170,TESTOSTERONE PROPIONATE,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL117287,PRUCALOPRIDE,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1
CHEMBL1172,DESLORATADINE,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
CHEMBL1174,EPTIFIBATIDE,N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O
CHEMBL333826,DEQUALINIUM,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21
CHEMBL1175,DULOXETINE,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
CHEMBL1177,PEMOLINE,NC1=NC(=O)C(c2ccccc2)O1
CHEMBL117785,TETRABENAZINE,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
CHEMBL71595,HYDROGEN PEROXIDE,OO
CHEMBL1184,ACETYLCHOLINE CHLORIDE,CC(=O)OCC[N+](C)(C)C.[Cl-]
CHEMBL1185,ZOLMITRIPTAN,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
CHEMBL1187,PHOSPHORIC ACID,O=P(O)(O)O
CHEMBL121663,DEQUALINIUM CHLORIDE,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21.[Cl-].[Cl-]
CHEMBL1190,DECAMETHONIUM,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
CHEMBL339427,TUBOCURARINE,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C
CHEMBL338802,SULFAGUANIDINE,N=C(N)NS(=O)(=O)c1ccc(N)cc1
CHEMBL1191,SULFAMETHIZOLE,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
CHEMBL1193,PHENIRAMINE,CN(C)CCC(c1ccccc1)c1ccccn1
CHEMBL1194,PRILOCAINE,CCCNC(C)C(=O)Nc1ccccc1C
CHEMBL1195,PROPOXYCAINE,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC
CHEMBL1196,PROPARACAINE,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
CHEMBL1197,HEXYLCAINE,CC(CNC1CCCCC1)OC(=O)c1ccccc1
CHEMBL1198,PRAMOXINE,CCCCOc1ccc(OCCCN2CCOCC2)cc1
CHEMBL1200,BENOXINATE,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
CHEMBL1201,THIOTHIXENE,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
CHEMBL127516,BUTAMBEN,CCCCOC(=O)c1ccc(N)cc1
CHEMBL1202,CIPROFLOXACIN HYDROCHLORIDE,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
CHEMBL1205,NELFINAVIR MESYLATE,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
CHEMBL1206,ETHOPROPAZINE,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
CHEMBL1208,CINOXACIN,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
CHEMBL334966,CANGRELOR,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O
CHEMBL1214,CARBENICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL340978,BENOXAPROFEN,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1
CHEMBL1215,PHENYLEPHRINE,CNC[C@H](O)c1cccc(O)c1
CHEMBL1218,RAMELTEON,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
CHEMBL1219,RABEPRAZOLE,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C
CHEMBL1220,TINIDAZOLE,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
CHEMBL1221,SULCONAZOLE,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
CHEMBL135400,ZOPICLONE,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
CHEMBL1223,PENICILLIN G POTASSIUM,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+]
CHEMBL1224,ACRIVASTINE,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1
CHEMBL344159,TOLVAPTAN,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1
CHEMBL1228,OXYPHENBUTAZONE ANHYDROUS,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
CHEMBL1229,OSELTAMIVIR,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
CHEMBL139367,PERAMIVIR ANHYDROUS,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N
CHEMBL341812,IBUFENAC,CC(C)Cc1ccc(CC(=O)O)cc1
CHEMBL1231,OXYBUTYNIN,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
CHEMBL1232,ERTAPENEM SODIUM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12.[Na+]
CHEMBL1233,CARISOPRODOL,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
CHEMBL1234,DEFEROXAMINE MESYLATE,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O
CHEMBL1237,LISINOPRIL ANHYDROUS,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
CHEMBL1238,AZELAIC ACID,O=C(O)CCCCCCCC(=O)O
CHEMBL1239,BENZYL BENZOATE,O=C(OCc1ccccc1)c1ccccc1
CHEMBL1240,PROPANTHELINE BROMIDE,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-]
CHEMBL1241,TRIPELENNAMINE,CN(C)CCN(Cc1ccccc1)c1ccccn1
CHEMBL1242,PHENAZOPYRIDINE,Nc1ccc(/N=N/c2ccccc2)c(N)n1
CHEMBL141305,CYCLOFENIL,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1
CHEMBL139877,SULFACARBAMIDE,NC(=O)NS(=O)(=O)c1ccc(N)cc1
CHEMBL1243,SULFABENZAMIDE,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
CHEMBL142703,VILDAGLIPTIN,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2
CHEMBL1245,TRIMETHAPHAN CAMSYLATE,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2.O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1
CHEMBL1251,GANIRELIX,CC/N=C(\NCC)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN/C(=N/CC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
CHEMBL142635,NAFTOPIDIL,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1
