ID_ChEMBL,Ten_Thuoc,SMILES
CHEMBL567,PERPHENAZINE,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
CHEMBL568,OXAZEPAM,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
CHEMBL15770,SULINDAC,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1
CHEMBL15677,FENCLOFENAC,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl
CHEMBL276520,INDALPINE,c1ccc2c(CCC3CCNCC3)c[nH]c2c1
CHEMBL569,PROCAINE,CCN(CC)CCOC(=O)c1ccc(N)cc1
CHEMBL570,TRIFLUPROMAZINE,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
CHEMBL571,KETOPROFEN,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
CHEMBL572,NITROFURANTOIN,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
CHEMBL15870,INDOPROFEN,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
CHEMBL15891,LINDANE,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
CHEMBL573,NIACIN,O=C(O)c1cccnc1
CHEMBL575,METHICILLIN,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
CHEMBL16080,TRICHLOROETHANE,CC(Cl)(Cl)Cl
CHEMBL577,ENALAPRILAT ANHYDROUS,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
CHEMBL578,ENALAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O
CHEMBL580,LORAZEPAM,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
CHEMBL582,ISOPROPYL ALCOHOL,CC(C)O
CHEMBL583,GREPAFLOXACIN,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1
CHEMBL114,SAQUINAVIR,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
CHEMBL115,INDINAVIR ANHYDROUS,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O
CHEMBL584,NELFINAVIR,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
CHEMBL116,AMPRENAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
CHEMBL585,TRIAMTERENE,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
CHEMBL16476,PRONETALOL,CC(C)NCC(O)c1ccc2ccccc2c1
CHEMBL118,CELECOXIB,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
CHEMBL119,TRIMETREXATE,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
CHEMBL588,FENOLDOPAM,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
CHEMBL589,ROPINIROLE,CCCN(CCC)CCc1cccc2c1CC(=O)N2
CHEMBL590,MENADIONE,CC1=CC(=O)c2ccccc2C1=O
CHEMBL591,ETHCHLORVYNOL,C#CC(O)(/C=C/Cl)CC
CHEMBL17157,TERFENADINE,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
CHEMBL592,LEVORPHANOL,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
CHEMBL593,DELAVIRDINE,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
CHEMBL594,EMEDASTINE,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21
CHEMBL595,PIOGLITAZONE,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
CHEMBL596,FENTANYL,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CHEMBL121,ROSIGLITAZONE,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
CHEMBL17879,MARALIXIBAT CHLORIDE,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O.[Cl-]
CHEMBL17860,LOFEXIDINE,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1
CHEMBL597,PHENTOLAMINE,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
CHEMBL18442,PLERIXAFOR,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1
CHEMBL18116,TOLOXATONE,Cc1cccc(N2CC(CO)OC2=O)c1
CHEMBL599,MELOXICAM,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
CHEMBL600,ACETYLCYSTEINE,CC(=O)N[C@@H](CS)C(=O)O
CHEMBL601,AMINOLEVULINIC ACID,NCC(=O)CCC(=O)O
CHEMBL602,CYSTEAMINE,NCCS
CHEMBL19019,NALTREXONE,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
CHEMBL603,ZAFIRLUKAST,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
CHEMBL276568,"CEFPROZIL ANHYDROUS, (E)-",C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1
CHEMBL122,ROFECOXIB,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
CHEMBL19236,MOXONIDINE,COc1nc(C)nc(Cl)c1NC1=NCCN1
CHEMBL605,PROCAINAMIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl
CHEMBL606,MISOPROSTOL,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
CHEMBL278623,MACIMORELIN,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O
CHEMBL607,MEPERIDINE,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
CHEMBL282052,METHAQUALONE,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
CHEMBL608,PROBUCOL,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
CHEMBL19299,LOXOPROFEN,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
CHEMBL609,TRIENTINE,NCCNCCNCCN
CHEMBL19490,ZOMEPIRAC,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1
CHEMBL611,TERAZOSIN,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
CHEMBL19393,LEVAMFETAMINE,C[C@@H](N)Cc1ccccc1
CHEMBL612,DEXTROAMPHETAMINE,C[C@H](N)Cc1ccccc1
CHEMBL282724,SITAXENTAN,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2
CHEMBL614,PYRAZINAMIDE,NC(=O)c1cnccn1
CHEMBL19449,IBUDILAST,CC(C)C(=O)c1c(C(C)C)nn2ccccc12
CHEMBL282042,SAQUINAVIR MESYLATE,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O
CHEMBL615,PENICILLIN V,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL617,CEPHALOTHIN,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1
CHEMBL125,MILTEFOSINE,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
CHEMBL126,LINEZOLID,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
CHEMBL620,CLIDINIUM,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
CHEMBL127,MEROPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
CHEMBL621,TRAZODONE,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
CHEMBL622,ETODOLAC,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
CHEMBL21333,PRANLUKAST,O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1
CHEMBL623,NEFAZODONE,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
CHEMBL625,THIABENDAZOLE,c1ccc2[nH]c(-c3cscn3)nc2c1
CHEMBL21536,XANOMELINE,CCCCCCOc1nsnc1C1=CCCN(C)C1
CHEMBL626,NAFTIFINE,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12
CHEMBL628,PENTOXIFYLLINE,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
CHEMBL629,AMITRIPTYLINE,CN(C)CCC=C1c2ccccc2CCc2ccccc21
CHEMBL21869,DIBROMSALAN,O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O
CHEMBL24944,TRIBROMSALAN,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O
CHEMBL128,SUMATRIPTAN,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
CHEMBL631,PROPAFENONE,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
CHEMBL632,BETAMETHASONE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
CHEMBL633,AMIODARONE,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
CHEMBL634,ALFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
CHEMBL635,PREDNISONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
CHEMBL636,RIVASTIGMINE,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
CHEMBL637,VENLAFAXINE,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
CHEMBL129,ZIDOVUDINE,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
CHEMBL638,VORICONAZOLE,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
CHEMBL639,AZELASTINE,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
CHEMBL130,CHLORAMPHENICOL,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
CHEMBL640,PROCAINAMIDE,CCN(CC)CCNC(=O)c1ccc(N)cc1
CHEMBL641,ATOMOXETINE,CNCC[C@@H](Oc1ccccc1C)c1ccccc1
CHEMBL642,ACEBUTOLOL,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
CHEMBL643,PROMETHAZINE,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
CHEMBL131,PREDNISOLONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
CHEMBL644,TRIMIPRAMINE,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
CHEMBL645,BISOPROLOL,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
CHEMBL646,TRIAZOLAM,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
CHEMBL647,APRACLONIDINE,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1
CHEMBL648,CYCLIZINE,CN1CCN(C(c2ccccc2)c2ccccc2)CC1
CHEMBL434394,NEBIVOLOL,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
CHEMBL650,METHYLPREDNISOLONE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12
CHEMBL651,METHADONE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
CHEMBL652,FLECAINIDE,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
CHEMBL134,CLONIDINE,Clc1cccc(Cl)c1NC1=NCCN1
CHEMBL654,MIRTAZAPINE,CN1CCN2c3ncccc3Cc3ccccc3C2C1
CHEMBL655,MIDAZOLAM,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
CHEMBL22242,REMOXIPRIDE,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC
CHEMBL656,OXYCODONE,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
CHEMBL135,ESTRADIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
CHEMBL657,DIPHENHYDRAMINE,CN(C)CCOC(c1ccccc1)c1ccccc1
CHEMBL658,SUFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
CHEMBL659,GALANTAMINE,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
CHEMBL660,AMANTADINE,NC12CC3CC(CC(C3)C1)C2
CHEMBL661,ALPRAZOLAM,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
CHEMBL21731,MAPROTILINE,CNCCCC12CCC(c3ccccc31)c1ccccc12
CHEMBL666,FOSCARNET,O=C(O)P(=O)(O)O
CHEMBL667,ACETYLCHOLINE,CC(=O)OCC[N+](C)(C)C
CHEMBL137,METRONIDAZOLE,Cc1ncc([N+](=O)[O-])n1CCO
CHEMBL668,PROTRIPTYLINE,CNCCCC1c2ccccc2C=Cc2ccccc21
CHEMBL669,CYCLOBENZAPRINE,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
CHEMBL671,THIOTEPA,S=P(N1CC1)(N1CC1)N1CC1
CHEMBL672,FENOFIBRATE,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
CHEMBL673,PARGYLINE,C#CCN(C)Cc1ccccc1
CHEMBL675,ALENDRONATE SODIUM,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O.[Na+]
CHEMBL677,LEVONORDEFRIN,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1
CHEMBL679,EPINEPHRINE,CNC[C@H](O)c1ccc(O)c(O)c1
CHEMBL680,CEFACLOR ANHYDROUS,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
CHEMBL681,ETOMIDATE,CCOC(=O)c1cncn1[C@H](C)c1ccccc1
CHEMBL682,AMODIAQUINE,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
CHEMBL684,DIETHYLCARBAMAZINE,CCN(CC)C(=O)N1CCN(C)CC1
CHEMBL685,MEBENDAZOLE,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1
CHEMBL139,DICLOFENAC,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
CHEMBL686,MEFENAMIC ACID,Cc1cccc(Nc2ccccc2C(=O)O)c1C
CHEMBL688,FENTANYL CITRATE,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
CHEMBL689,MANNITOL,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
CHEMBL690,PRAVASTATIN SODIUM,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+]
CHEMBL24072,PRENYLAMINE,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1
CHEMBL691,ETHINYL ESTRADIOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
CHEMBL284348,DALFAMPRIDINE,Nc1ccncc1
CHEMBL692,GLYCERIN,OCC(O)CO
CHEMBL695,TRIMETHADIONE,CN1C(=O)OC(C)(C)C1=O
CHEMBL696,ETHOSUXIMIDE,CCC1(C)CC(=O)NC1=O
CHEMBL697,METHSUXIMIDE,CN1C(=O)CC(C)(c2ccccc2)C1=O
CHEMBL698,TETRACAINE,CCCCNc1ccc(C(=O)OCCN(C)C)cc1
CHEMBL700,SULFAPYRIDINE,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
CHEMBL701,BACLOFEN,NCC(CC(=O)O)c1ccc(Cl)cc1
CHEMBL702,PIPERACILLIN,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O
CHEMBL703,SUXAMETHONIUM,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
CHEMBL704,MESALAMINE,Nc1ccc(O)c(C(=O)O)c1
CHEMBL705,ALITRETINOIN,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1
CHEMBL706,CETYL ALCOHOL,CCCCCCCCCCCCCCCCO
CHEMBL24778,SILODOSIN,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F
CHEMBL282468,CHOLINE CHLORIDE,C[N+](C)(C)CCO.[Cl-]
CHEMBL707,DOXAZOSIN,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
CHEMBL24828,VANDETANIB,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1
CHEMBL278819,MINAPRINE,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1
CHEMBL25202,TAMIBAROTENE,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
CHEMBL708,ZIPRASIDONE,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
CHEMBL709,ALFUZOSIN,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC
CHEMBL710,FINASTERIDE,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL711,PHENINDIONE,O=C1c2ccccc2C(=O)C1c1ccccc1
CHEMBL712,ANISINDIONE,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1
CHEMBL713,ENTECAVIR ANHYDROUS,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21
CHEMBL141,LAMIVUDINE,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
CHEMBL714,ALBUTEROL,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
CHEMBL715,OLANZAPINE,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
CHEMBL716,QUETIAPINE,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
CHEMBL717,MEDROXYPROGESTERONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
CHEMBL719,MUPIROCIN,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
CHEMBL720,BENZYL ALCOHOL,OCc1ccccc1
CHEMBL28318,PROPYPHENAZONE,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C
CHEMBL723,CARVEDILOL,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
CHEMBL726,FLUPHENAZINE,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
CHEMBL727,THIOGUANINE,Nc1nc2[nH]cnc2c(=S)[nH]1
CHEMBL27193,DILEVALOL,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1
CHEMBL728,PROCHLORPERAZINE,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
CHEMBL729,LOPINAVIR,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
CHEMBL730,NITROGLYCERIN,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
CHEMBL734,ACETOHYDROXAMIC ACID,CC(=O)NO
CHEMBL738,THIOPENTAL SODIUM,CCCC(C)C1(CC)C(=O)[N-]C(=S)NC1=O.[Na+]
CHEMBL30219,METHOHEXITAL SODIUM,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+]
CHEMBL741,LAMOTRIGINE,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
CHEMBL742,KETAMINE,CNC1(c2ccccc2Cl)CCCCC1=O
CHEMBL744,RILUZOLE,Nc1nc2ccc(OC(F)(F)F)cc2s1
CHEMBL746,NEDOCROMIL,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12
CHEMBL748,PRALIDOXIME CHLORIDE,C[n+]1ccccc1/C=N/O.[Cl-]
CHEMBL750,ZONISAMIDE,NS(=O)(=O)Cc1noc2ccccc12
CHEMBL752,ADENOSINE PHOSPHATE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
CHEMBL753,PHENOXYBENZAMINE,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
CHEMBL754,FOSCARNET SODIUM,O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+]
CHEMBL760,ANAGRELIDE,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1
CHEMBL761,NAPHAZOLINE,c1ccc2c(CC3=NCCN3)cccc2c1
CHEMBL762,OXYMETAZOLINE,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1
CHEMBL765,GUANETHIDINE,N=C(N)NCCN1CCCCCCC1
CHEMBL766,CILASTATIN,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O
CHEMBL768,ESMOLOL,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
CHEMBL770,TOLAZOLINE,c1ccc(CC2=NCCN2)cc1
CHEMBL771,CYCLOSERINE,N[C@@H]1CONC1=O
CHEMBL148,IMIPENEM ANHYDROUS,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12
CHEMBL772,RESERPINE,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
CHEMBL773,GLYCINE,NCC(=O)O
CHEMBL776,METAPROTERENOL,CC(C)NCC(O)c1cc(O)cc(O)c1
CHEMBL777,CLAVULANIC ACID,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21
CHEMBL778,DEXMEDETOMIDINE,Cc1cccc([C@H](C)c2c[nH]cn2)c1C
CHEMBL779,TADALAFIL,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O
CHEMBL33986,BUTORPHANOL,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3
CHEMBL780,PENTETIC ACID,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O
CHEMBL781,MAZINDOL,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21
CHEMBL290106,BITHIONOL,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O
CHEMBL782,TOLBUTAMIDE,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
CHEMBL783,NATEGLINIDE,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
CHEMBL32479,BROTIZOLAM,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2
CHEMBL786,TAMOXIFEN CITRATE,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
CHEMBL787,MONTELUKAST,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
CHEMBL788,IDOXURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I
CHEMBL36506,NOVOBIOCIN,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C
CHEMBL152,CIDOFOVIR ANHYDROUS,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1
CHEMBL790,CHLORHEXIDINE,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1
CHEMBL32800,FENOTEROL,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
CHEMBL796,METHYLPHENIDATE,COC(=O)C(c1ccccc1)C1CCCCN1
CHEMBL285674,ESTAZOLAM,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
CHEMBL797,PHENSUXIMIDE,CN1C(=O)CC(c2ccccc2)C1=O
CHEMBL34259,METHOTREXATE,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
CHEMBL284092,GEPIRONE,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1
CHEMBL799,CILOSTAZOL,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
CHEMBL802,MINOXIDIL,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
